query_id,query,desired_location,profile_skills,desired_experience,workplace_preference,desired_job_types,job_id,title,company,description,location,workplace,experience_level,job_type,posted_at,skills,salary,url,source,label
query-0181,senior UX Researcher,"Berlin, Germany",research|prototyping|design systems,senior,remote,full time,query-0181-job-3,Data Platform Engineer,Helio Systems,We are hiring someone to design reliable data pipelines warehouses and streaming platforms. You will work with sql airflow python kafka in a collaborative team.,"Toronto, Canada",onsite,mid,contract,2026-04-27 23:00:00+00:00,sql|airflow|python|kafka,,https://jobs.example/query-0181-job-3,synthetic,0
query-0125,entry UX Researcher,Remote,design systems|prototyping|research,entry,onsite,full time,query-0125-job-2,UX Researcher,Helio Systems,"Role focused on research user needs and design intuitive digital product experiences, but requires senior experience and attendance in New York, USA.","New York, USA",onsite,senior,full time,2026-04-21 14:00:00+00:00,usability|design systems,,https://jobs.example/query-0125-job-2,synthetic,0
query-0209,lead Product Manager,Remote,analytics|roadmaps|sql,lead,hybrid,full time,query-0209-job-2,Product Manager,Northstar Labs,"Role focused on lead product discovery strategy experiments and cross functional delivery, but requires mid experience and attendance in London, UK.","London, UK",hybrid,mid,contract,2026-05-18 05:00:00+00:00,sql|analytics,"$90,000 - $140,000",https://jobs.example/query-0209-job-2,synthetic,0
query-0276,lead Product Designer,Remote,figma|design systems|usability,lead,remote,contract,query-0276-job-5,Python Developer,Orbit Works,We are hiring someone to develop scalable backend services APIs and distributed systems. You will work with fastapi redis rest api postgresql in a collaborative team.,"London, UK",hybrid,mid,full time,2026-04-25 19:00:00+00:00,fastapi|redis|rest api|postgresql,"$90,000 - $140,000",https://jobs.example/query-0276-job-5,synthetic,0
query-0209,lead Product Manager,Remote,analytics|roadmaps|sql,lead,hybrid,full time,query-0209-job-5,Analytics Engineer,Maple Cloud,We are hiring someone to design reliable data pipelines warehouses and streaming platforms. You will work with spark airflow kafka python in a collaborative team.,"London, UK",onsite,lead,full time,2026-05-28 11:00:00+00:00,spark|airflow|kafka|python,,https://jobs.example/query-0209-job-5,synthetic,0
query-0265,entry Security Engineer,"New York, USA",incident response|threat modeling|siem,entry,onsite,full time,query-0265-job-2,Security Engineer,Vertex Studio,"Role focused on protect applications investigate threats and improve security controls, but requires lead experience and attendance in Toronto, Canada.","Toronto, Canada",onsite,lead,contract,2026-04-20 01:00:00+00:00,siem|threat modeling,"$90,000 - $140,000",https://jobs.example/query-0265-job-2,synthetic,0
query-0282,entry Product Designer,Remote,prototyping|usability|design systems,entry,onsite,full time,query-0282-job-2,Product Designer,Vertex Studio,"Role focused on research user needs and design intuitive digital product experiences, but requires senior experience and attendance in New York, USA.","New York, USA",onsite,senior,part time,2026-05-19 20:00:00+00:00,research|figma,,https://jobs.example/query-0282-job-2,synthetic,0
query-0249,lead UX Designer,"New York, USA",prototyping|usability|design systems,lead,remote,full time,query-0249-job-3,Cloud Engineer,Orbit Works,We are hiring someone to operate cloud infrastructure delivery pipelines and reliable services. You will work with observability python aws linux in a collaborative team.,"Berlin, Germany",onsite,mid,contract,2026-05-08 01:00:00+00:00,observability|python|aws|linux,"$90,000 - $140,000",https://jobs.example/query-0249-job-3,synthetic,0
query-0224,senior Frontend Engineer,"Berlin, Germany",css|typescript|webpack,senior,remote,contract,query-0224-job-1,Product Engineer,Maple Cloud,We are hiring someone to build accessible responsive web applications and design systems. You will work with css typescript webpack html react in a collaborative team.,"Berlin, Germany",remote,senior,contract,2026-05-05 14:00:00+00:00,css|typescript|webpack|html|react,"$90,000 - $140,000",https://jobs.example/query-0224-job-1,synthetic,1
query-0281,lead DevOps Engineer,"Toronto, Canada",python|observability|linux,lead,remote,full time,query-0281-job-3,Frontend Engineer,Maple Cloud,We are hiring someone to build accessible responsive web applications and design systems. You will work with react html testing css in a collaborative team.,Remote,remote,entry,contract,2026-04-23 03:00:00+00:00,react|html|testing|css,"$90,000 - $140,000",https://jobs.example/query-0281-job-3,synthetic,0
query-0285,entry Applied AI Engineer,Remote,nlp|mlops|python,entry,onsite,full time,query-0285-job-2,Applied AI Engineer,Orbit Works,"Role focused on build production machine learning systems and deploy predictive models, but requires senior experience and attendance in Berlin, Germany.","Berlin, Germany",onsite,senior,part time,2026-04-30 09:00:00+00:00,mlops|nlp,"$90,000 - $140,000",https://jobs.example/query-0285-job-2,synthetic,0
query-0167,entry API Engineer,"Berlin, Germany",docker|rest api|postgresql,entry,remote,full time,query-0167-job-1,Software Specialist,Orbit Works,We are hiring someone to develop scalable backend services APIs and distributed systems. You will work with docker rest api postgresql in a collaborative team.,"Berlin, Germany",remote,entry,full time,2026-05-28 01:00:00+00:00,docker|rest api|postgresql,"$90,000 - $140,000",https://jobs.example/query-0167-job-1,synthetic,1
query-0202,senior Product Manager,Remote,agile|analytics|discovery,senior,remote,contract,query-0202-job-4,Site Reliability Engineer,Orbit Works,We are hiring someone to operate cloud infrastructure delivery pipelines and reliable services. You will work with linux kubernetes observability aws in a collaborative team.,"London, UK",hybrid,mid,full time,2026-05-17 05:00:00+00:00,linux|kubernetes|observability|aws,,https://jobs.example/query-0202-job-4,synthetic,0
query-0225,entry Application Security Engineer,"Berlin, Germany",python|siem|incident response,entry,remote,full time,query-0225-job-1,Risk Specialist,Maple Cloud,We are hiring someone to protect applications investigate threats and improve security controls. You will work with python siem incident response cloud security in a collaborative team.,"Berlin, Germany",remote,entry,full time,2026-05-30 04:00:00+00:00,python|siem|incident response|cloud security,"$90,000 - $140,000",https://jobs.example/query-0225-job-1,synthetic,1
query-0269,senior Site Reliability Engineer,"Berlin, Germany",python|kubernetes|aws,senior,remote,part time,query-0269-job-1,Infrastructure Specialist,Orbit Works,We are hiring someone to operate cloud infrastructure delivery pipelines and reliable services. You will work with python kubernetes aws linux in a collaborative team.,"Berlin, Germany",remote,senior,part time,2026-05-19 16:00:00+00:00,python|kubernetes|aws|linux,,https://jobs.example/query-0269-job-1,synthetic,1
query-0117,mid API Engineer,"London, UK",postgresql|fastapi|redis,mid,hybrid,full time,query-0117-job-2,API Engineer,Orbit Works,"Role focused on develop scalable backend services APIs and distributed systems, but requires lead experience and attendance in Berlin, Germany.","Berlin, Germany",hybrid,lead,full time,2026-05-23 14:00:00+00:00,python|postgresql,"$90,000 - $140,000",https://jobs.example/query-0117-job-2,synthetic,0
query-0269,senior Site Reliability Engineer,"Berlin, Germany",python|kubernetes|aws,senior,remote,part time,query-0269-job-3,Frontend Engineer,Maple Cloud,We are hiring someone to build accessible responsive web applications and design systems. You will work with testing react webpack css in a collaborative team.,"London, UK",hybrid,entry,part time,2026-04-30 03:00:00+00:00,testing|react|webpack|css,"$90,000 - $140,000",https://jobs.example/query-0269-job-3,synthetic,0
query-0043,lead UX Researcher,"Berlin, Germany",research|figma|design systems,lead,hybrid,full time,query-0043-job-2,UX Researcher,Northstar Labs,"Role focused on research user needs and design intuitive digital product experiences, but requires mid experience and attendance in Toronto, Canada.","Toronto, Canada",hybrid,mid,full time,2026-05-06 05:00:00+00:00,usability|design systems,"$90,000 - $140,000",https://jobs.example/query-0043-job-2,synthetic,0
query-0242,mid DevOps Engineer,Remote,linux|python|terraform,mid,hybrid,full time,query-0242-job-1,Infrastructure Specialist,Maple Cloud,We are hiring someone to operate cloud infrastructure delivery pipelines and reliable services. You will work with linux python terraform kubernetes in a collaborative team.,Remote,hybrid,mid,full time,2026-05-23 08:00:00+00:00,linux|python|terraform|kubernetes,"$90,000 - $140,000",https://jobs.example/query-0242-job-1,synthetic,1
query-0297,entry Technical Product Manager,"New York, USA",sql|roadmaps|analytics,entry,remote,full time,query-0297-job-0,Technical Product Manager,Maple Cloud,We are hiring someone to lead product discovery strategy experiments and cross functional delivery. You will work with sql roadmaps analytics discovery in a collaborative team.,"New York, USA",remote,entry,full time,2026-05-27 09:00:00+00:00,sql|roadmaps|analytics|discovery,"$90,000 - $140,000",https://jobs.example/query-0297-job-0,synthetic,1
query-0217,lead Product Designer,"New York, USA",prototyping|research|design systems,lead,remote,full time,query-0217-job-2,Product Designer,Northstar Labs,"Role focused on research user needs and design intuitive digital product experiences, but requires mid experience and attendance in Berlin, Germany.","Berlin, Germany",onsite,mid,part time,2026-05-28 05:00:00+00:00,prototyping|usability,,https://jobs.example/query-0217-job-2,synthetic,0
query-0048,mid Security Engineer,"Toronto, Canada",siem|incident response|threat modeling,mid,hybrid,full time,query-0048-job-1,Risk Specialist,Northstar Labs,We are hiring someone to protect applications investigate threats and improve security controls. You will work with siem incident response threat modeling cloud security in a collaborative team.,"Toronto, Canada",hybrid,mid,full time,2026-05-31 22:00:00+00:00,siem|incident response|threat modeling|cloud security,,https://jobs.example/query-0048-job-1,synthetic,1
query-0178,entry Product Manager,"Berlin, Germany",discovery|sql|analytics,entry,remote,full time,query-0178-job-6,SOC Analyst,Vertex Studio,We are hiring someone to protect applications investigate threats and improve security controls. You will work with threat modeling python cloud security incident response in a collaborative team.,"Toronto, Canada",hybrid,senior,full time,2026-05-07 21:00:00+00:00,threat modeling|python|cloud security|incident response,,https://jobs.example/query-0178-job-6,synthetic,0
query-0184,lead Machine Learning Engineer,"New York, USA",nlp|pytorch|mlops,lead,hybrid,full time,query-0184-job-5,Python Developer,Orbit Works,We are hiring someone to develop scalable backend services APIs and distributed systems. You will work with redis docker rest api fastapi in a collaborative team.,"Toronto, Canada",onsite,entry,part time,2026-04-29 04:00:00+00:00,redis|docker|rest api|fastapi,,https://jobs.example/query-0184-job-5,synthetic,0
query-0030,entry Analytics Engineer,"Toronto, Canada",kafka|spark|airflow,entry,hybrid,part time,query-0030-job-3,Data Entry Specialist,Orbit Works,We are hiring someone to lead product discovery strategy experiments and cross functional delivery. You will work with experimentation discovery sql analytics in a collaborative team.,"New York, USA",hybrid,lead,contract,2026-05-12 09:00:00+00:00,experimentation|discovery|sql|analytics,,https://jobs.example/query-0030-job-3,synthetic,0
query-0168,mid Site Reliability Engineer,"Toronto, Canada",terraform|observability|aws,mid,onsite,full time,query-0168-job-7,Security Engineer,Northstar Labs,We are hiring someone to protect applications investigate threats and improve security controls. You will work with threat modeling incident response cloud security siem in a collaborative team.,"Berlin, Germany",remote,entry,contract,2026-04-20 13:00:00+00:00,threat modeling|incident response|cloud security|siem,"$90,000 - $140,000",https://jobs.example/query-0168-job-7,synthetic,0
query-0117,mid API Engineer,"London, UK",postgresql|fastapi|redis,mid,hybrid,full time,query-0117-job-0,API Engineer,Northstar Labs,We are hiring someone to develop scalable backend services APIs and distributed systems. You will work with postgresql fastapi redis docker in a collaborative team.,"London, UK",hybrid,mid,full time,2026-05-20 15:00:00+00:00,postgresql|fastapi|redis|docker,"$90,000 - $140,000",https://jobs.example/query-0117-job-0,synthetic,1
query-0257,mid Technical Product Manager,"Toronto, Canada",analytics|sql|discovery,mid,remote,full time,query-0257-job-3,Analytics Engineer,Helio Systems,We are hiring someone to design reliable data pipelines warehouses and streaming platforms. You will work with dbt sql spark kafka in a collaborative team.,"London, UK",onsite,entry,part time,2026-05-25 07:00:00+00:00,dbt|sql|spark|kafka,,https://jobs.example/query-0257-job-3,synthetic,0
query-0039,mid Analytics Engineer,"Berlin, Germany",python|airflow|kafka,mid,onsite,contract,query-0039-job-0,Analytics Engineer,Orbit Works,We are hiring someone to design reliable data pipelines warehouses and streaming platforms. You will work with python airflow kafka sql dbt in a collaborative team.,"Berlin, Germany",onsite,mid,contract,2026-04-25 20:00:00+00:00,python|airflow|kafka|sql|dbt,,https://jobs.example/query-0039-job-0,synthetic,1
query-0292,lead Backend Engineer,"Berlin, Germany",docker|redis|python,lead,onsite,full time,query-0292-job-7,UX Designer,Orbit Works,We are hiring someone to research user needs and design intuitive digital product experiences. You will work with design systems usability prototyping research in a collaborative team.,Remote,onsite,entry,part time,2026-05-08 00:00:00+00:00,design systems|usability|prototyping|research,"$90,000 - $140,000",https://jobs.example/query-0292-job-7,synthetic,0
query-0172,mid Analytics Engineer,Remote,spark|airflow|dbt,mid,remote,contract,query-0172-job-4,Product Manager,Vertex Studio,We are hiring someone to lead product discovery strategy experiments and cross functional delivery. You will work with discovery agile experimentation analytics in a collaborative team.,"New York, USA",onsite,lead,contract,2026-05-13 03:00:00+00:00,discovery|agile|experimentation|analytics,"$90,000 - $140,000",https://jobs.example/query-0172-job-4,synthetic,0
query-0121,entry Python Developer,"Toronto, Canada",fastapi|docker|postgresql,entry,remote,full time,query-0121-job-0,Python Developer,Orbit Works,We are hiring someone to develop scalable backend services APIs and distributed systems. You will work with fastapi docker postgresql in a collaborative team.,"Toronto, Canada",remote,entry,full time,2026-04-29 12:00:00+00:00,fastapi|docker|postgresql,,https://jobs.example/query-0121-job-0,synthetic,1
query-0082,mid Product Owner,"Toronto, Canada",roadmaps|experimentation|analytics,mid,remote,full time,query-0082-job-4,UX Researcher,Vertex Studio,We are hiring someone to research user needs and design intuitive digital product experiences. You will work with prototyping usability figma research in a collaborative team.,Remote,remote,mid,contract,2026-04-24 16:00:00+00:00,prototyping|usability|figma|research,"$90,000 - $140,000",https://jobs.example/query-0082-job-4,synthetic,0
query-0116,lead Cloud Engineer,"Toronto, Canada",linux|kubernetes|aws,lead,hybrid,full time,query-0116-job-7,Security Engineer,Helio Systems,We are hiring someone to protect applications investigate threats and improve security controls. You will work with cloud security siem incident response python in a collaborative team.,"Toronto, Canada",remote,mid,full time,2026-04-17 17:00:00+00:00,cloud security|siem|incident response|python,"$90,000 - $140,000",https://jobs.example/query-0116-job-7,synthetic,0
query-0046,entry Application Security Engineer,"Toronto, Canada",cloud security|siem|incident response,entry,onsite,full time,query-0046-job-2,Application Security Engineer,Helio Systems,"Role focused on protect applications investigate threats and improve security controls, but requires mid experience and attendance in Berlin, Germany.","Berlin, Germany",onsite,mid,part time,2026-05-09 08:00:00+00:00,siem|python,,https://jobs.example/query-0046-job-2,synthetic,0
query-0070,senior ML Engineer,"Berlin, Germany",pytorch|python|sql,senior,hybrid,full time,query-0070-job-6,Cloud Engineer,Northstar Labs,We are hiring someone to operate cloud infrastructure delivery pipelines and reliable services. You will work with aws kubernetes python observability in a collaborative team.,Remote,remote,senior,part time,2026-05-13 19:00:00+00:00,aws|kubernetes|python|observability,"$90,000 - $140,000",https://jobs.example/query-0070-job-6,synthetic,0
query-0222,mid React Developer,"New York, USA",typescript|react|css,mid,remote,contract,query-0222-job-4,Applied AI Engineer,Northstar Labs,We are hiring someone to build production machine learning systems and deploy predictive models. You will work with python pytorch scikit learn mlops in a collaborative team.,"Toronto, Canada",hybrid,entry,full time,2026-05-06 15:00:00+00:00,python|pytorch|scikit learn|mlops,"$90,000 - $140,000",https://jobs.example/query-0222-job-4,synthetic,0
query-0103,entry UX Designer,Remote,research|design systems|prototyping,entry,onsite,full time,query-0103-job-0,UX Designer,Northstar Labs,We are hiring someone to research user needs and design intuitive digital product experiences. You will work with research design systems prototyping usability in a collaborative team.,Remote,onsite,entry,full time,2026-05-07 12:00:00+00:00,research|design systems|prototyping|usability,"$90,000 - $140,000",https://jobs.example/query-0103-job-0,synthetic,1
query-0122,mid Product Designer,Remote,usability|design systems|prototyping,mid,hybrid,full time,query-0122-job-6,API Engineer,Orbit Works,We are hiring someone to develop scalable backend services APIs and distributed systems. You will work with postgresql python rest api redis in a collaborative team.,Remote,hybrid,mid,full time,2026-05-20 10:00:00+00:00,postgresql|python|rest api|redis,,https://jobs.example/query-0122-job-6,synthetic,0
query-0225,entry Application Security Engineer,"Berlin, Germany",python|siem|incident response,entry,remote,full time,query-0225-job-0,Application Security Engineer,Maple Cloud,We are hiring someone to protect applications investigate threats and improve security controls. You will work with python siem incident response in a collaborative team.,"Berlin, Germany",remote,entry,full time,2026-04-26 02:00:00+00:00,python|siem|incident response,,https://jobs.example/query-0225-job-0,synthetic,1
query-0166,lead UX Researcher,"New York, USA",research|usability|design systems,lead,remote,full time,query-0166-job-2,UX Researcher,Maple Cloud,"Role focused on research user needs and design intuitive digital product experiences, but requires entry experience and attendance in Toronto, Canada.","Toronto, Canada",onsite,entry,part time,2026-04-22 01:00:00+00:00,design systems|prototyping,"$90,000 - $140,000",https://jobs.example/query-0166-job-2,synthetic,0
query-0101,entry UX Designer,"London, UK",figma|research|design systems,entry,hybrid,full time,query-0101-job-5,Data Engineer,Northstar Labs,We are hiring someone to design reliable data pipelines warehouses and streaming platforms. You will work with sql kafka dbt airflow in a collaborative team.,"London, UK",onsite,mid,full time,2026-05-17 16:00:00+00:00,sql|kafka|dbt|airflow,"$90,000 - $140,000",https://jobs.example/query-0101-job-5,synthetic,0
query-0097,mid ML Engineer,"Toronto, Canada",python|sql|mlops,mid,remote,full time,query-0097-job-2,ML Engineer,Maple Cloud,"Role focused on build production machine learning systems and deploy predictive models, but requires entry experience and attendance in Remote.",Remote,onsite,entry,part time,2026-05-17 03:00:00+00:00,python|scikit learn,,https://jobs.example/query-0097-job-2,synthetic,0
query-0131,mid UX Designer,"Berlin, Germany",design systems|figma|usability,mid,remote,full time,query-0131-job-4,UI Engineer,Maple Cloud,We are hiring someone to build accessible responsive web applications and design systems. You will work with webpack html css testing in a collaborative team.,Remote,onsite,senior,contract,2026-05-08 16:00:00+00:00,webpack|html|css|testing,"$90,000 - $140,000",https://jobs.example/query-0131-job-4,synthetic,0
query-0205,mid Product Designer,"New York, USA",prototyping|design systems|usability,mid,remote,full time,query-0205-job-4,UI Engineer,Orbit Works,We are hiring someone to build accessible responsive web applications and design systems. You will work with testing css typescript html in a collaborative team.,Remote,onsite,lead,contract,2026-04-28 10:00:00+00:00,testing|css|typescript|html,"$90,000 - $140,000",https://jobs.example/query-0205-job-4,synthetic,0
query-0126,senior Frontend Engineer,Remote,react|html|testing,senior,hybrid,contract,query-0126-job-5,Security Engineer,Vertex Studio,We are hiring someone to protect applications investigate threats and improve security controls. You will work with incident response siem cloud security python in a collaborative team.,"Berlin, Germany",hybrid,lead,full time,2026-05-20 16:00:00+00:00,incident response|siem|cloud security|python,,https://jobs.example/query-0126-job-5,synthetic,0
query-0193,senior DevOps Engineer,"London, UK",linux|terraform|aws,senior,hybrid,full time,query-0193-job-1,Infrastructure Specialist,Maple Cloud,We are hiring someone to operate cloud infrastructure delivery pipelines and reliable services. You will work with linux terraform aws kubernetes python in a collaborative team.,"London, UK",hybrid,senior,full time,2026-04-30 10:00:00+00:00,linux|terraform|aws|kubernetes|python,"$90,000 - $140,000",https://jobs.example/query-0193-job-1,synthetic,1
query-0238,senior UX Designer,"Toronto, Canada",research|usability|prototyping,senior,remote,full time,query-0238-job-5,ML Engineer,Vertex Studio,We are hiring someone to build production machine learning systems and deploy predictive models. You will work with scikit learn mlops python nlp in a collaborative team.,"Toronto, Canada",onsite,mid,full time,2026-04-19 11:00:00+00:00,scikit learn|mlops|python|nlp,,https://jobs.example/query-0238-job-5,synthetic,0
query-0234,mid Frontend Engineer,"London, UK",css|testing|html,mid,remote,contract,query-0234-job-1,Product Engineer,Maple Cloud,We are hiring someone to build accessible responsive web applications and design systems. You will work with css testing html react in a collaborative team.,"London, UK",remote,mid,contract,2026-05-10 15:00:00+00:00,css|testing|html|react,,https://jobs.example/query-0234-job-1,synthetic,1
query-0015,mid Backend Engineer,"New York, USA",python|postgresql|fastapi,mid,hybrid,full time,query-0015-job-6,UX Designer,Orbit Works,We are hiring someone to research user needs and design intuitive digital product experiences. You will work with research prototyping design systems usability in a collaborative team.,"London, UK",remote,senior,full time,2026-05-02 21:00:00+00:00,research|prototyping|design systems|usability,"$90,000 - $140,000",https://jobs.example/query-0015-job-6,synthetic,0
query-0110,senior Backend Engineer,"Berlin, Germany",python|fastapi|redis,senior,hybrid,contract,query-0110-job-7,Analytics Engineer,Northstar Labs,We are hiring someone to design reliable data pipelines warehouses and streaming platforms. You will work with dbt airflow python kafka in a collaborative team.,"Toronto, Canada",onsite,lead,full time,2026-05-20 10:00:00+00:00,dbt|airflow|python|kafka,,https://jobs.example/query-0110-job-7,synthetic,0
query-0230,mid ML Engineer,"London, UK",python|mlops|sql,mid,hybrid,full time,query-0230-job-6,UX Designer,Vertex Studio,We are hiring someone to research user needs and design intuitive digital product experiences. You will work with research figma prototyping design systems in a collaborative team.,"Toronto, Canada",hybrid,mid,contract,2026-04-19 17:00:00+00:00,research|figma|prototyping|design systems,"$90,000 - $140,000",https://jobs.example/query-0230-job-6,synthetic,0
query-0125,entry UX Researcher,Remote,design systems|prototyping|research,entry,onsite,full time,query-0125-job-7,Frontend Engineer,Vertex Studio,We are hiring someone to build accessible responsive web applications and design systems. You will work with html css testing webpack in a collaborative team.,"New York, USA",hybrid,entry,part time,2026-04-30 07:00:00+00:00,html|css|testing|webpack,"$90,000 - $140,000",https://jobs.example/query-0125-job-7,synthetic,0
query-0044,entry Data Engineer,Remote,sql|spark|python,entry,hybrid,full time,query-0044-job-3,Data Entry Specialist,Maple Cloud,We are hiring someone to research user needs and design intuitive digital product experiences. You will work with figma prototyping usability design systems in a collaborative team.,"London, UK",onsite,entry,contract,2026-05-03 14:00:00+00:00,figma|prototyping|usability|design systems,,https://jobs.example/query-0044-job-3,synthetic,0
query-0125,entry UX Researcher,Remote,design systems|prototyping|research,entry,onsite,full time,query-0125-job-3,Product Manager,Maple Cloud,We are hiring someone to lead product discovery strategy experiments and cross functional delivery. You will work with sql roadmaps analytics experimentation in a collaborative team.,"Toronto, Canada",hybrid,lead,full time,2026-04-18 23:00:00+00:00,sql|roadmaps|analytics|experimentation,"$90,000 - $140,000",https://jobs.example/query-0125-job-3,synthetic,0
query-0085,entry Security Engineer,"London, UK",threat modeling|siem|incident response,entry,remote,full time,query-0085-job-2,Security Engineer,Orbit Works,"Role focused on protect applications investigate threats and improve security controls, but requires mid experience and attendance in Toronto, Canada.","Toronto, Canada",onsite,mid,full time,2026-05-21 17:00:00+00:00,incident response|threat modeling,"$90,000 - $140,000",https://jobs.example/query-0085-job-2,synthetic,0
query-0103,entry UX Designer,Remote,research|design systems|prototyping,entry,onsite,full time,query-0103-job-3,Data Engineer,Northstar Labs,We are hiring someone to design reliable data pipelines warehouses and streaming platforms. You will work with python dbt sql kafka in a collaborative team.,"Berlin, Germany",hybrid,mid,full time,2026-04-24 19:00:00+00:00,python|dbt|sql|kafka,"$90,000 - $140,000",https://jobs.example/query-0103-job-3,synthetic,0
query-0168,mid Site Reliability Engineer,"Toronto, Canada",terraform|observability|aws,mid,onsite,full time,query-0168-job-5,UI Engineer,Maple Cloud,We are hiring someone to build accessible responsive web applications and design systems. You will work with react typescript html css in a collaborative team.,"London, UK",remote,entry,full time,2026-05-29 04:00:00+00:00,react|typescript|html|css,"$90,000 - $140,000",https://jobs.example/query-0168-job-5,synthetic,0
query-0123,entry API Engineer,"Toronto, Canada",redis|docker|python,entry,hybrid,full time,query-0123-job-0,API Engineer,Orbit Works,We are hiring someone to develop scalable backend services APIs and distributed systems. You will work with redis docker python postgresql in a collaborative team.,"Toronto, Canada",hybrid,entry,full time,2026-04-28 19:00:00+00:00,redis|docker|python|postgresql,,https://jobs.example/query-0123-job-0,synthetic,1
query-0154,entry Analytics Engineer,Remote,kafka|sql|airflow,entry,onsite,full time,query-0154-job-1,Platform Specialist,Northstar Labs,We are hiring someone to design reliable data pipelines warehouses and streaming platforms. You will work with kafka sql airflow spark in a collaborative team.,Remote,onsite,entry,full time,2026-05-15 12:00:00+00:00,kafka|sql|airflow|spark,,https://jobs.example/query-0154-job-1,synthetic,1
query-0252,entry DevOps Engineer,"New York, USA",aws|observability|terraform,entry,onsite,full time,query-0252-job-1,Infrastructure Specialist,Maple Cloud,We are hiring someone to operate cloud infrastructure delivery pipelines and reliable services. You will work with aws observability terraform kubernetes python in a collaborative team.,"New York, USA",onsite,entry,full time,2026-05-05 16:00:00+00:00,aws|observability|terraform|kubernetes|python,"$90,000 - $140,000",https://jobs.example/query-0252-job-1,synthetic,1
query-0017,lead Application Security Engineer,"London, UK",python|threat modeling|cloud security,lead,hybrid,full time,query-0017-job-4,Python Developer,Northstar Labs,We are hiring someone to develop scalable backend services APIs and distributed systems. You will work with python docker fastapi postgresql in a collaborative team.,"Berlin, Germany",onsite,lead,full time,2026-05-03 02:00:00+00:00,python|docker|fastapi|postgresql,"$90,000 - $140,000",https://jobs.example/query-0017-job-4,synthetic,0
query-0251,mid Product Designer,"Berlin, Germany",figma|prototyping|design systems,mid,onsite,full time,query-0251-job-4,Product Owner,Helio Systems,We are hiring someone to lead product discovery strategy experiments and cross functional delivery. You will work with sql analytics experimentation roadmaps in a collaborative team.,"New York, USA",hybrid,entry,full time,2026-04-25 05:00:00+00:00,sql|analytics|experimentation|roadmaps,,https://jobs.example/query-0251-job-4,synthetic,0
query-0244,entry Cloud Engineer,"New York, USA",linux|terraform|kubernetes,entry,remote,contract,query-0244-job-6,Python Developer,Helio Systems,We are hiring someone to develop scalable backend services APIs and distributed systems. You will work with docker fastapi postgresql redis in a collaborative team.,Remote,onsite,entry,full time,2026-05-13 09:00:00+00:00,docker|fastapi|postgresql|redis,,https://jobs.example/query-0244-job-6,synthetic,0
query-0232,lead Cloud Engineer,"Berlin, Germany",observability|terraform|python,lead,hybrid,full time,query-0232-job-5,Product Manager,Orbit Works,We are hiring someone to lead product discovery strategy experiments and cross functional delivery. You will work with discovery analytics sql agile in a collaborative team.,"Toronto, Canada",remote,entry,full time,2026-04-18 09:00:00+00:00,discovery|analytics|sql|agile,,https://jobs.example/query-0232-job-5,synthetic,0
query-0266,senior Technical Product Manager,"Berlin, Germany",experimentation|roadmaps|discovery,senior,remote,full time,query-0266-job-3,SOC Analyst,Maple Cloud,We are hiring someone to protect applications investigate threats and improve security controls. You will work with python siem cloud security threat modeling in a collaborative team.,Remote,remote,entry,part time,2026-05-10 14:00:00+00:00,python|siem|cloud security|threat modeling,"$90,000 - $140,000",https://jobs.example/query-0266-job-3,synthetic,0
query-0236,mid Site Reliability Engineer,"Toronto, Canada",observability|python|linux,mid,hybrid,full time,query-0236-job-6,Python Developer,Vertex Studio,We are hiring someone to develop scalable backend services APIs and distributed systems. You will work with rest api python docker postgresql in a collaborative team.,"London, UK",remote,entry,part time,2026-04-30 08:00:00+00:00,rest api|python|docker|postgresql,"$90,000 - $140,000",https://jobs.example/query-0236-job-6,synthetic,0
query-0295,mid Machine Learning Engineer,"London, UK",mlops|nlp|pytorch,mid,onsite,contract,query-0295-job-1,Technical Specialist,Maple Cloud,We are hiring someone to build production machine learning systems and deploy predictive models. You will work with mlops nlp pytorch in a collaborative team.,"London, UK",onsite,mid,contract,2026-05-26 01:00:00+00:00,mlops|nlp|pytorch,"$90,000 - $140,000",https://jobs.example/query-0295-job-1,synthetic,1
query-0250,senior ML Engineer,"London, UK",nlp|sql|scikit learn,senior,hybrid,full time,query-0250-job-2,ML Engineer,Helio Systems,"Role focused on build production machine learning systems and deploy predictive models, but requires entry experience and attendance in Berlin, Germany.","Berlin, Germany",hybrid,entry,full time,2026-04-21 19:00:00+00:00,sql|pytorch,,https://jobs.example/query-0250-job-2,synthetic,0
query-0088,mid Python Developer,"New York, USA",postgresql|docker|redis,mid,hybrid,full time,query-0088-job-7,Product Owner,Orbit Works,We are hiring someone to lead product discovery strategy experiments and cross functional delivery. You will work with sql experimentation analytics discovery in a collaborative team.,"New York, USA",remote,entry,part time,2026-05-24 19:00:00+00:00,sql|experimentation|analytics|discovery,"$90,000 - $140,000",https://jobs.example/query-0088-job-7,synthetic,0
query-0144,senior Data Engineer,"New York, USA",sql|spark|dbt,senior,remote,part time,query-0144-job-5,Python Developer,Northstar Labs,We are hiring someone to develop scalable backend services APIs and distributed systems. You will work with python docker postgresql rest api in a collaborative team.,"London, UK",remote,mid,part time,2026-05-09 23:00:00+00:00,python|docker|postgresql|rest api,,https://jobs.example/query-0144-job-5,synthetic,0
